learner_id,learner_profile,completed_topics,quizzes_attempted,average_quiz_score,learning_streak,study_hours,completion_percentage,revision_sessions,coach_interactions,improvement_trend,current_domain,quiz_difficulty,pass_probability,next_quiz_pass
LRN03835,Fast Learner,52,37,98.0,28,21.43,86.67,10,9,Improving,SQL,Easy,0.865,1
LRN03836,Casual Learner,22,18,45.05,1,6.83,36.67,3,1,Stable,NLP,Easy,0.309,0
LRN03837,Casual Learner,24,12,58.53,10,10.88,40.0,2,5,Stable,Generative AI,Easy,0.411,0
LRN03838,Consistent Learner,22,19,92.76,18,20.47,36.67,15,6,Stable,SQL,Medium,0.644,1
LRN03839,Casual Learner,16,10,47.95,1,6.75,26.67,4,2,Stable,MLOps,Medium,0.304,0
LRN03840,Casual Learner,24,15,51.19,5,5.49,40.0,4,1,Stable,Generative AI,Hard,0.302,0
LRN03841,Consistent Learner,37,31,87.69,15,23.14,61.67,8,12,Improving,Machine Learning,Easy,0.735,1
LRN03842,Consistent Learner,32,28,79.39,11,17.45,53.33,7,4,Improving,Machine Learning,Medium,0.649,1
LRN03843,Consistent Learner,22,14,84.56,13,23.7,36.67,5,6,Stable,Generative AI,Easy,0.58,0
LRN03844,Casual Learner,5,3,50.37,7,5.74,8.33,2,0,Declining,Generative AI,Hard,0.156,0
LRN03845,Consistent Learner,30,24,85.03,10,22.88,50.0,13,9,Stable,NLP,Hard,0.568,0
LRN03846,Consistent Learner,43,33,89.54,16,21.19,71.67,14,6,Improving,Python,Easy,0.775,1
LRN03847,Consistent Learner,29,18,66.93,11,12.72,48.33,6,9,Improving,Machine Learning,Medium,0.565,0
LRN03848,Fast Learner,37,30,98.0,30,34.53,61.67,18,5,Stable,Machine Learning,Hard,0.739,1
LRN03849,Consistent Learner,40,29,82.84,19,21.45,66.67,6,3,Improving,NLP,Hard,0.673,1
LRN03850,Consistent Learner,45,25,84.06,12,20.11,75.0,15,8,Improving,Python,Hard,0.695,1
LRN03851,Consistent Learner,31,21,88.21,24,15.65,51.67,14,4,Improving,MLOps,Hard,0.681,1
LRN03852,Struggling Learner,14,9,30.0,2,3.3,23.33,2,2,Declining,Machine Learning,Medium,0.123,0
LRN03853,Fast Learner,41,30,98.0,20,22.0,68.33,18,9,Improving,NLP,Medium,0.829,1
LRN03854,Casual Learner,8,4,50.12,5,7.63,13.33,4,4,Stable,SQL,Medium,0.301,0
LRN03855,Consistent Learner,34,18,73.19,13,13.9,56.67,7,9,Improving,NLP,Medium,0.621,1
LRN03856,Fast Learner,58,44,98.0,21,33.2,96.67,8,14,Improving,Python,Medium,0.89,1
LRN03857,Fast Learner,57,42,98.0,29,23.5,95.0,17,14,Improving,Machine Learning,Medium,0.909,1
LRN03858,Struggling Learner,15,11,33.09,1,1.92,25.0,0,3,Stable,Generative AI,Hard,0.158,0
LRN03859,Fast Learner,56,33,98.0,16,24.29,93.33,12,6,Improving,NLP,Hard,0.811,1
LRN03860,Casual Learner,25,15,49.34,2,4.82,41.67,5,1,Stable,NLP,Easy,0.339,0
LRN03861,Consistent Learner,44,36,74.92,13,16.77,73.33,7,3,Improving,Python,Hard,0.622,1
LRN03862,Casual Learner,13,9,56.45,3,11.12,21.67,4,5,Stable,NLP,Medium,0.352,0
LRN03863,Consistent Learner,32,21,84.87,18,15.8,53.33,13,11,Declining,NLP,Medium,0.542,0
LRN03864,Casual Learner,21,11,54.35,9,6.81,35.0,0,2,Stable,Python,Medium,0.361,0
LRN03865,Consistent Learner,21,12,88.34,19,20.3,35.0,9,10,Improving,Machine Learning,Medium,0.688,1
LRN03866,Fast Learner,52,31,98.0,16,25.0,86.67,17,10,Improving,NLP,Easy,0.863,1
LRN03867,Consistent Learner,22,19,94.64,17,23.08,36.67,14,4,Improving,NLP,Medium,0.736,1
LRN03868,Struggling Learner,0,1,32.77,3,2.6,0.0,0,0,Declining,NLP,Medium,0.084,0
LRN03869,Consistent Learner,20,17,76.73,16,11.59,33.33,14,5,Stable,Generative AI,Hard,0.478,1
LRN03870,Consistent Learner,44,35,81.44,22,14.57,73.33,8,4,Improving,Generative AI,Medium,0.72,1
LRN03871,Casual Learner,21,16,49.67,6,6.7,35.0,1,1,Declining,Python,Easy,0.254,0
LRN03872,Fast Learner,60,42,98.0,24,24.97,100.0,18,14,Improving,NLP,Medium,0.913,1
LRN03873,Consistent Learner,35,21,88.02,20,16.79,58.33,8,9,Stable,Machine Learning,Hard,0.592,1
LRN03874,Consistent Learner,24,12,81.96,24,11.63,40.0,11,5,Improving,Python,Medium,0.659,1
LRN03875,Casual Learner,13,11,59.99,2,11.26,21.67,4,0,Stable,Python,Medium,0.366,0
LRN03876,Consistent Learner,29,21,94.53,22,19.49,48.33,13,9,Improving,Python,Medium,0.758,1
LRN03877,Fast Learner,60,30,98.0,19,33.4,100.0,20,9,Declining,Machine Learning,Medium,0.762,1
LRN03878,Casual Learner,9,6,51.58,8,7.16,15.0,3,0,Stable,MLOps,Hard,0.265,0
LRN03879,Struggling Learner,7,6,30.0,2,2.58,11.67,3,2,Declining,Machine Learning,Medium,0.1,0
LRN03880,Struggling Learner,2,1,34.89,5,3.9,3.33,1,2,Improving,SQL,Easy,0.272,0
LRN03881,Casual Learner,20,13,63.65,10,10.99,33.33,1,5,Improving,MLOps,Hard,0.449,0
LRN03882,Struggling Learner,11,9,36.46,5,2.97,18.33,0,1,Stable,Generative AI,Easy,0.224,0
LRN03883,Consistent Learner,25,13,89.52,19,16.53,41.67,15,3,Stable,Generative AI,Medium,0.629,1
LRN03884,Consistent Learner,39,32,86.1,19,11.72,65.0,15,6,Improving,MLOps,Easy,0.725,1
LRN03885,Casual Learner,18,14,53.56,8,4.13,30.0,5,3,Stable,Generative AI,Easy,0.349,0
LRN03886,Casual Learner,21,12,53.38,7,5.55,35.0,2,0,Declining,NLP,Medium,0.272,0
LRN03887,Consistent Learner,43,33,81.16,21,14.76,71.67,13,5,Improving,Machine Learning,Medium,0.726,1
LRN03888,Consistent Learner,24,13,74.08,10,10.89,40.0,15,9,Stable,Machine Learning,Medium,0.514,1
LRN03889,Casual Learner,9,5,42.56,0,5.95,15.0,1,0,Stable,Generative AI,Medium,0.244,0
LRN03890,Casual Learner,9,4,53.53,5,7.92,15.0,2,5,Improving,MLOps,Medium,0.396,0
LRN03891,Consistent Learner,21,17,97.13,25,24.34,35.0,8,3,Improving,Python,Hard,0.705,1
LRN03892,Consistent Learner,43,24,85.16,16,21.45,71.67,7,12,Improving,Machine Learning,Medium,0.738,1
LRN03893,Consistent Learner,31,19,95.01,22,24.09,51.67,7,11,Improving,Machine Learning,Medium,0.767,1
LRN03894,Casual Learner,12,6,53.62,9,8.35,20.0,4,2,Stable,Python,Hard,0.293,0
LRN03895,Consistent Learner,34,26,86.66,15,18.2,56.67,13,3,Improving,MLOps,Hard,0.666,1
LRN03896,Casual Learner,21,15,49.5,10,4.79,35.0,0,4,Stable,MLOps,Medium,0.335,0
LRN03897,Consistent Learner,32,20,85.0,10,21.34,53.33,12,7,Improving,MLOps,Medium,0.697,1
LRN03898,Fast Learner,41,33,98.0,29,33.51,68.33,9,13,Improving,NLP,Hard,0.807,1
LRN03899,Casual Learner,6,5,52.8,0,8.98,10.0,3,2,Improving,Machine Learning,Medium,0.375,0
LRN03900,Struggling Learner,14,11,41.8,1,7.87,23.33,0,3,Stable,NLP,Easy,0.264,0
LRN03901,Fast Learner,55,38,98.0,23,31.51,91.67,8,15,Improving,Python,Hard,0.836,1
LRN03902,Casual Learner,5,4,42.61,2,4.09,8.33,0,1,Improving,MLOps,Hard,0.257,0
LRN03903,Consistent Learner,45,40,88.05,14,19.45,75.0,11,4,Improving,MLOps,Medium,0.756,1
LRN03904,Struggling Learner,15,10,35.59,1,5.86,25.0,2,1,Stable,MLOps,Medium,0.237,0
LRN03905,Fast Learner,56,28,98.0,21,33.32,93.33,8,15,Improving,Generative AI,Easy,0.884,1
LRN03906,Fast Learner,53,27,98.0,16,33.89,88.33,15,9,Stable,MLOps,Medium,0.798,1
LRN03907,Fast Learner,47,39,98.0,24,18.41,78.33,10,13,Improving,SQL,Easy,0.828,1
LRN03908,Consistent Learner,43,22,76.36,18,13.78,71.67,12,4,Improving,NLP,Medium,0.691,1
LRN03909,Consistent Learner,34,18,75.47,15,17.93,56.67,6,7,Improving,SQL,Hard,0.598,0
LRN03910,Casual Learner,20,15,60.33,8,8.59,33.33,5,0,Stable,MLOps,Medium,0.401,0
LRN03911,Consistent Learner,41,27,85.99,20,16.43,68.33,13,8,Improving,SQL,Hard,0.694,1
LRN03912,Casual Learner,15,13,57.28,4,8.7,25.0,3,4,Improving,Generative AI,Medium,0.435,0
LRN03913,Casual Learner,25,17,55.17,7,4.96,41.67,4,2,Stable,SQL,Medium,0.377,0
LRN03914,Consistent Learner,26,19,72.1,16,12.9,43.33,5,7,Improving,NLP,Hard,0.539,0
LRN03915,Fast Learner,59,37,98.0,25,25.97,98.33,12,12,Stable,NLP,Hard,0.771,1
LRN03916,Fast Learner,48,25,98.0,19,21.58,80.0,13,6,Improving,MLOps,Easy,0.836,1
LRN03917,Casual Learner,21,18,50.06,7,4.47,35.0,1,3,Declining,Generative AI,Medium,0.251,0
LRN03918,Struggling Learner,8,6,32.1,5,4.87,13.33,0,3,Stable,Machine Learning,Medium,0.201,0
LRN03919,Casual Learner,12,10,45.08,5,3.54,20.0,5,3,Improving,NLP,Easy,0.36,0
LRN03920,Fast Learner,53,47,98.0,18,27.02,88.33,18,12,Declining,Machine Learning,Easy,0.721,1
LRN03921,Struggling Learner,15,7,34.84,5,2.41,25.0,3,0,Improving,NLP,Medium,0.316,0
LRN03922,Consistent Learner,33,22,90.27,19,24.88,55.0,6,7,Stable,Machine Learning,Medium,0.665,1
LRN03923,Fast Learner,49,30,98.0,20,22.96,81.67,13,7,Improving,Generative AI,Hard,0.797,1
LRN03924,Consistent Learner,35,22,94.23,17,22.17,58.33,15,12,Stable,Python,Easy,0.697,1
LRN03925,Casual Learner,12,9,43.53,0,8.91,20.0,0,2,Stable,MLOps,Medium,0.266,0
LRN03926,Consistent Learner,40,29,98.0,21,22.16,66.67,15,4,Stable,MLOps,Medium,0.742,1
LRN03927,Fast Learner,44,34,98.0,30,26.29,73.33,10,10,Stable,Machine Learning,Medium,0.78,1
LRN03928,Struggling Learner,11,9,38.66,5,5.81,18.33,1,1,Stable,NLP,Easy,0.246,0
LRN03929,Casual Learner,23,16,54.07,0,9.15,38.33,3,1,Improving,MLOps,Medium,0.438,0
LRN03930,Fast Learner,60,31,98.0,15,33.45,100.0,17,13,Improving,SQL,Easy,0.903,1
LRN03931,Casual Learner,11,5,56.66,5,6.67,18.33,3,4,Stable,NLP,Medium,0.335,0
LRN03932,Struggling Learner,7,3,31.33,1,2.99,11.67,2,2,Stable,Python,Hard,0.132,0
LRN03933,Consistent Learner,20,11,91.29,19,19.26,33.33,12,7,Improving,Generative AI,Easy,0.702,1
LRN03934,Consistent Learner,39,21,92.5,15,20.79,65.0,14,8,Improving,Generative AI,Easy,0.771,1
LRN03935,Consistent Learner,45,38,72.71,14,12.32,75.0,12,10,Stable,SQL,Medium,0.586,0
LRN03936,Casual Learner,22,13,56.87,6,11.2,36.67,3,1,Improving,NLP,Hard,0.42,0
LRN03937,Consistent Learner,34,22,78.98,15,16.38,56.67,7,7,Improving,Machine Learning,Hard,0.611,0
LRN03938,Casual Learner,7,4,51.31,1,7.29,11.67,3,0,Improving,Generative AI,Easy,0.369,0
LRN03939,Consistent Learner,42,26,88.44,20,19.39,70.0,5,3,Improving,Machine Learning,Medium,0.748,1
LRN03940,Consistent Learner,33,18,88.39,24,14.69,55.0,13,7,Improving,SQL,Medium,0.733,1
LRN03941,Consistent Learner,27,20,85.06,19,12.95,45.0,13,5,Improving,Machine Learning,Medium,0.679,1
LRN03942,Struggling Learner,3,2,30.0,0,3.71,5.0,1,2,Declining,MLOps,Hard,0.03,0
LRN03943,Fast Learner,43,23,97.85,18,19.68,71.67,8,15,Improving,SQL,Medium,0.797,1
LRN03944,Struggling Learner,5,3,37.11,4,6.8,8.33,1,2,Declining,MLOps,Easy,0.139,0
LRN03945,Consistent Learner,22,19,81.9,24,12.03,36.67,12,4,Improving,Machine Learning,Easy,0.656,1
LRN03946,Fast Learner,53,36,98.0,29,19.63,88.33,12,9,Improving,Generative AI,Easy,0.87,1
LRN03947,Casual Learner,22,16,53.66,2,8.36,36.67,1,4,Improving,Python,Medium,0.431,1
LRN03948,Consistent Learner,43,29,77.97,14,14.43,71.67,14,6,Improving,NLP,Medium,0.695,1
LRN03949,Struggling Learner,0,1,44.66,1,7.5,0.0,3,2,Improving,Python,Medium,0.316,0
LRN03950,Consistent Learner,41,20,80.37,10,23.03,68.33,5,6,Improving,Generative AI,Easy,0.694,1
LRN03951,Struggling Learner,15,12,43.0,5,5.41,25.0,1,0,Improving,Python,Easy,0.357,0
LRN03952,Fast Learner,59,50,98.0,20,25.21,98.33,10,8,Improving,MLOps,Medium,0.88,1
LRN03953,Consistent Learner,31,16,86.38,12,22.77,51.67,14,11,Stable,SQL,Medium,0.635,1
LRN03954,Casual Learner,24,15,48.08,2,5.77,40.0,5,4,Declining,SQL,Medium,0.253,0
LRN03955,Struggling Learner,6,4,37.59,5,4.92,10.0,3,2,Improving,Generative AI,Easy,0.306,0
LRN03956,Consistent Learner,27,23,87.18,21,15.39,45.0,12,5,Improving,MLOps,Easy,0.7,1
LRN03957,Casual Learner,18,11,51.9,9,3.73,30.0,0,2,Stable,SQL,Easy,0.33,0
LRN03958,Casual Learner,7,5,58.78,9,5.45,11.67,4,5,Declining,Generative AI,Easy,0.26,0
LRN03959,Casual Learner,25,17,59.2,10,8.93,41.67,0,1,Stable,MLOps,Medium,0.406,0
LRN03960,Consistent Learner,28,24,90.33,12,23.83,46.67,6,11,Improving,SQL,Medium,0.706,1
LRN03961,Consistent Learner,37,19,89.06,18,21.08,61.67,14,7,Stable,NLP,Easy,0.677,1
LRN03962,Consistent Learner,32,28,79.88,10,15.2,53.33,12,5,Improving,MLOps,Easy,0.653,1
LRN03963,Fast Learner,53,40,98.0,24,33.36,88.33,11,15,Improving,SQL,Medium,0.889,1
LRN03964,Consistent Learner,42,32,97.66,23,21.39,70.0,13,3,Improving,Generative AI,Medium,0.825,1
LRN03965,Consistent Learner,40,33,78.78,14,18.43,66.67,8,9,Improving,Generative AI,Medium,0.687,1
LRN03966,Casual Learner,6,4,42.49,5,3.04,10.0,0,4,Stable,SQL,Medium,0.235,0
LRN03967,Consistent Learner,39,32,98.0,25,24.08,65.0,12,5,Improving,NLP,Medium,0.828,1
LRN03968,Struggling Learner,6,5,32.54,1,3.33,10.0,0,0,Improving,MLOps,Hard,0.21,0
LRN03969,Casual Learner,14,7,53.61,10,8.65,23.33,0,4,Declining,Python,Medium,0.263,0
LRN03970,Fast Learner,59,35,98.0,30,32.76,98.33,13,12,Stable,Generative AI,Medium,0.85,1
LRN03971,Struggling Learner,15,9,32.99,3,3.65,25.0,2,2,Declining,Machine Learning,Hard,0.094,0
LRN03972,Consistent Learner,43,29,93.9,22,24.35,71.67,9,11,Improving,Generative AI,Medium,0.808,1
LRN03973,Fast Learner,40,24,98.0,23,23.84,66.67,14,15,Improving,NLP,Medium,0.83,1
LRN03974,Casual Learner,25,17,54.03,8,8.64,41.67,2,2,Improving,MLOps,Medium,0.462,0
LRN03975,Casual Learner,17,11,51.56,3,4.91,28.33,3,0,Stable,Python,Medium,0.321,0
LRN03976,Casual Learner,11,8,52.38,7,7.81,18.33,2,5,Improving,SQL,Medium,0.402,1
LRN03977,Casual Learner,12,6,62.02,10,10.96,20.0,1,2,Stable,NLP,Medium,0.385,0
LRN03978,Fast Learner,38,23,98.0,27,30.14,63.33,15,12,Improving,Machine Learning,Medium,0.857,1
LRN03979,Struggling Learner,10,5,34.39,3,5.23,16.67,0,2,Declining,NLP,Easy,0.134,0
LRN03980,Struggling Learner,9,4,39.26,3,6.43,15.0,1,3,Improving,Generative AI,Medium,0.319,0
LRN03981,Consistent Learner,43,24,80.51,11,14.75,71.67,13,7,Improving,Machine Learning,Easy,0.697,1
LRN03982,Casual Learner,23,13,53.08,10,9.62,38.33,0,2,Declining,Python,Medium,0.294,0
LRN03983,Consistent Learner,21,13,79.97,19,12.1,35.0,10,12,Stable,NLP,Medium,0.546,1
LRN03984,Struggling Learner,3,1,35.81,3,5.48,5.0,0,1,Declining,SQL,Easy,0.117,0
LRN03985,Casual Learner,16,12,53.2,4,8.23,26.67,0,1,Declining,Machine Learning,Medium,0.251,0
LRN03986,Fast Learner,46,28,98.0,16,29.78,76.67,19,7,Improving,Python,Medium,0.864,1
LRN03987,Casual Learner,19,16,45.17,3,5.43,31.67,2,0,Improving,NLP,Easy,0.378,0
LRN03988,Fast Learner,41,22,98.0,23,19.69,68.33,18,5,Improving,NLP,Easy,0.83,1
LRN03989,Consistent Learner,27,16,89.44,18,22.46,45.0,8,6,Improving,MLOps,Medium,0.715,1
LRN03990,Consistent Learner,31,22,78.93,12,15.97,51.67,11,5,Stable,Python,Hard,0.521,0
LRN03991,Fast Learner,58,43,98.0,17,30.27,96.67,12,15,Stable,Python,Medium,0.81,1
LRN03992,Casual Learner,21,17,50.26,4,6.29,35.0,5,5,Stable,NLP,Easy,0.34,0
LRN03993,Fast Learner,58,39,98.0,25,34.86,96.67,12,15,Improving,Machine Learning,Hard,0.861,1
LRN03994,Casual Learner,12,10,46.04,6,3.41,20.0,0,0,Improving,Machine Learning,Medium,0.355,0
LRN03995,Fast Learner,46,23,98.0,20,32.38,76.67,11,9,Stable,NLP,Medium,0.775,1
LRN03996,Struggling Learner,7,4,30.91,2,2.53,11.67,2,3,Declining,Generative AI,Medium,0.101,0
LRN03997,Struggling Learner,14,11,34.19,3,3.08,23.33,0,0,Declining,SQL,Hard,0.089,0
LRN03998,Struggling Learner,0,1,31.25,5,4.23,0.0,1,3,Declining,Python,Medium,0.091,0
LRN03999,Struggling Learner,0,1,32.56,2,1.72,0.0,0,2,Stable,Machine Learning,Medium,0.158,0
LRN04000,Casual Learner,6,5,55.78,5,8.81,10.0,4,3,Declining,MLOps,Medium,0.244,0
LRN04001,Fast Learner,40,26,98.0,22,18.72,66.67,8,5,Improving,Python,Hard,0.745,1
LRN04002,Consistent Learner,23,14,85.91,17,21.08,38.33,11,6,Improving,Python,Hard,0.636,1
LRN04003,Fast Learner,36,19,98.0,19,34.59,60.0,16,11,Improving,Generative AI,Medium,0.832,1
LRN04004,Struggling Learner,3,2,32.21,5,2.89,5.0,1,2,Stable,MLOps,Medium,0.18,0
LRN04005,Consistent Learner,24,12,67.81,14,13.47,40.0,5,3,Improving,Generative AI,Easy,0.56,1
LRN04006,Fast Learner,56,46,98.0,16,22.01,93.33,18,14,Stable,SQL,Medium,0.789,1
LRN04007,Casual Learner,17,12,53.32,7,4.05,28.33,3,1,Stable,Machine Learning,Medium,0.336,0
LRN04008,Consistent Learner,21,18,97.4,24,23.49,35.0,12,12,Improving,Machine Learning,Easy,0.761,1
LRN04009,Casual Learner,6,3,49.55,6,8.38,10.0,1,1,Declining,Python,Medium,0.209,0
LRN04010,Consistent Learner,43,28,74.96,12,12.46,71.67,12,6,Improving,Generative AI,Medium,0.664,1
LRN04011,Casual Learner,19,10,48.26,2,4.76,31.67,5,2,Improving,NLP,Easy,0.394,0
LRN04012,Fast Learner,40,31,98.0,22,34.08,66.67,11,13,Improving,Machine Learning,Easy,0.841,1
LRN04013,Consistent Learner,20,16,95.78,25,15.77,33.33,15,3,Improving,Python,Hard,0.684,1
LRN04014,Struggling Learner,9,5,35.55,2,1.52,15.0,2,1,Stable,Machine Learning,Medium,0.205,0
LRN04015,Consistent Learner,40,20,89.01,17,18.51,66.67,15,8,Improving,Generative AI,Medium,0.758,1
LRN04016,Struggling Learner,8,4,30.51,1,1.79,13.33,2,1,Declining,Generative AI,Medium,0.098,0
LRN04017,Casual Learner,24,18,39.87,3,3.19,40.0,0,4,Stable,Machine Learning,Medium,0.278,0
LRN04018,Casual Learner,10,5,52.64,7,6.11,16.67,1,1,Improving,Python,Medium,0.392,0
LRN04019,Struggling Learner,2,1,36.92,4,4.9,3.33,2,2,Declining,MLOps,Medium,0.125,0
LRN04020,Casual Learner,13,11,50.81,5,7.93,21.67,5,3,Stable,NLP,Medium,0.324,0
LRN04021,Fast Learner,56,43,98.0,20,18.01,93.33,13,7,Stable,MLOps,Medium,0.774,1
LRN04022,Fast Learner,38,24,98.0,16,30.68,63.33,20,10,Improving,Python,Easy,0.84,1
LRN04023,Consistent Learner,40,29,78.34,18,17.61,66.67,5,8,Improving,SQL,Medium,0.685,1
LRN04024,Casual Learner,15,9,54.86,2,9.84,25.0,0,3,Declining,SQL,Hard,0.205,0
LRN04025,Consistent Learner,27,18,77.47,11,14.48,45.0,15,6,Stable,MLOps,Easy,0.554,1
LRN04026,Fast Learner,37,28,98.0,28,23.7,61.67,16,8,Stable,MLOps,Medium,0.758,1
LRN04027,Struggling Learner,5,3,30.16,2,2.14,8.33,1,3,Declining,NLP,Easy,0.087,0
LRN04028,Casual Learner,17,12,52.31,2,5.61,28.33,4,3,Improving,MLOps,Medium,0.406,0
LRN04029,Fast Learner,36,22,98.0,16,30.44,60.0,9,7,Improving,Python,Medium,0.806,1
LRN04030,Consistent Learner,24,18,75.71,25,11.57,40.0,9,12,Improving,Python,Hard,0.578,1
LRN04031,Casual Learner,6,4,55.39,3,6.95,10.0,5,0,Declining,SQL,Hard,0.183,0
LRN04032,Casual Learner,5,4,51.58,6,9.42,8.33,2,0,Improving,NLP,Easy,0.381,0
LRN04033,Casual Learner,11,6,44.96,5,3.68,18.33,2,0,Stable,NLP,Medium,0.27,0
LRN04034,Consistent Learner,44,26,87.64,21,16.46,73.33,15,4,Improving,Python,Medium,0.769,1
LRN04035,Consistent Learner,28,21,91.84,24,20.79,46.67,12,3,Stable,Generative AI,Medium,0.67,1
LRN04036,Consistent Learner,23,19,74.04,23,11.19,38.33,7,10,Stable,Generative AI,Easy,0.526,0
LRN04037,Consistent Learner,40,35,93.52,20,22.86,66.67,5,7,Improving,Machine Learning,Medium,0.776,1
LRN04038,Casual Learner,20,10,40.35,1,4.8,33.33,1,1,Declining,Generative AI,Medium,0.189,0
LRN04039,Casual Learner,10,6,50.07,0,5.71,16.67,4,4,Declining,NLP,Medium,0.208,0
LRN04040,Casual Learner,12,9,59.5,6,10.31,20.0,0,0,Stable,MLOps,Medium,0.358,0
LRN04041,Fast Learner,53,27,98.0,23,34.71,88.33,20,5,Improving,Python,Easy,0.909,1
LRN04042,Casual Learner,8,6,63.94,9,11.95,13.33,1,5,Improving,Generative AI,Medium,0.461,1
LRN04043,Casual Learner,15,12,53.53,4,9.39,25.0,4,1,Improving,MLOps,Medium,0.423,0
LRN04044,Consistent Learner,28,24,91.04,25,19.67,46.67,8,11,Improving,NLP,Hard,0.685,1
LRN04045,Consistent Learner,22,16,63.1,12,10.56,36.67,7,12,Stable,SQL,Hard,0.392,0
LRN04046,Casual Learner,20,15,56.21,9,7.24,33.33,4,1,Stable,Python,Medium,0.378,0
LRN04047,Struggling Learner,8,4,42.63,4,7.72,13.33,1,2,Declining,SQL,Medium,0.177,0
LRN04048,Consistent Learner,38,31,78.37,15,12.68,63.33,15,6,Stable,NLP,Medium,0.599,0
LRN04049,Consistent Learner,24,15,88.09,20,18.84,40.0,6,5,Improving,MLOps,Medium,0.688,1
LRN04050,Struggling Learner,13,6,32.04,0,6.43,21.67,0,2,Improving,Generative AI,Easy,0.289,0
LRN04051,Struggling Learner,15,7,34.19,3,3.74,25.0,1,3,Stable,SQL,Easy,0.227,0
LRN04052,Casual Learner,16,12,49.33,6,3.4,26.67,5,3,Improving,MLOps,Medium,0.395,0
LRN04053,Casual Learner,25,13,41.68,0,3.33,41.67,5,4,Stable,Generative AI,Easy,0.295,0
LRN04054,Casual Learner,21,18,54.61,5,10.47,35.0,2,3,Improving,Generative AI,Medium,0.449,1
LRN04055,Casual Learner,13,8,47.84,1,4.9,21.67,3,0,Stable,Generative AI,Medium,0.285,0
LRN04056,Consistent Learner,38,32,68.25,13,11.76,63.33,9,12,Improving,Machine Learning,Medium,0.61,1
LRN04057,Casual Learner,7,3,48.56,4,7.05,11.67,4,5,Stable,NLP,Medium,0.286,0
LRN04058,Casual Learner,6,5,53.05,7,5.51,10.0,2,5,Improving,NLP,Medium,0.381,1
LRN04059,Struggling Learner,5,2,30.9,0,5.35,8.33,1,3,Declining,SQL,Medium,0.096,0
LRN04060,Consistent Learner,31,25,97.11,25,23.24,51.67,10,6,Improving,Machine Learning,Easy,0.789,1
LRN04061,Struggling Learner,15,7,30.0,4,2.99,25.0,1,3,Improving,Generative AI,Easy,0.288,0
LRN04062,Fast Learner,50,29,98.0,15,27.18,83.33,9,5,Stable,Generative AI,Easy,0.761,1
LRN04063,Struggling Learner,12,7,32.64,5,1.07,20.0,0,3,Declining,Machine Learning,Easy,0.124,0
LRN04064,Fast Learner,35,21,98.0,27,26.48,58.33,12,9,Improving,Generative AI,Easy,0.828,1
LRN04065,Struggling Learner,12,9,42.19,3,6.02,20.0,1,1,Declining,NLP,Easy,0.18,0
LRN04066,Consistent Learner,44,22,83.18,11,19.72,73.33,7,9,Improving,Machine Learning,Hard,0.664,1
LRN04067,Casual Learner,23,16,45.55,1,4.28,38.33,5,4,Stable,NLP,Hard,0.261,0
LRN04068,Casual Learner,11,9,61.1,10,10.65,18.33,4,3,Declining,Python,Medium,0.304,0
LRN04069,Consistent Learner,37,22,80.26,12,16.61,61.67,15,7,Stable,SQL,Medium,0.609,1
LRN04070,Struggling Learner,12,8,37.98,5,6.4,20.0,0,0,Stable,MLOps,Medium,0.246,0
LRN04071,Consistent Learner,26,14,79.38,16,11.57,43.33,15,7,Improving,Machine Learning,Hard,0.593,0
LRN04072,Consistent Learner,45,35,80.18,16,15.13,75.0,9,9,Improving,SQL,Easy,0.706,1
LRN04073,Consistent Learner,43,21,77.46,23,10.07,71.67,5,4,Improving,Machine Learning,Medium,0.679,1
LRN04074,Consistent Learner,25,16,82.39,14,20.59,41.67,10,9,Improving,Generative AI,Hard,0.615,1
LRN04075,Casual Learner,6,4,50.85,4,8.65,10.0,5,2,Improving,Generative AI,Medium,0.381,0
LRN04076,Struggling Learner,6,4,44.43,3,6.23,10.0,3,0,Stable,Generative AI,Medium,0.256,0
LRN04077,Casual Learner,17,12,57.44,3,10.14,28.33,1,5,Declining,Machine Learning,Medium,0.279,0
LRN04078,Consistent Learner,34,27,95.13,13,23.38,56.67,14,3,Improving,Generative AI,Medium,0.769,1
LRN04079,Consistent Learner,36,29,82.5,17,20.66,60.0,8,7,Improving,SQL,Medium,0.705,1
LRN04080,Consistent Learner,28,20,83.04,16,21.3,46.67,8,10,Improving,MLOps,Medium,0.681,1
LRN04081,Fast Learner,60,31,98.0,22,33.55,100.0,16,7,Improving,MLOps,Easy,0.92,1
LRN04082,Fast Learner,51,25,98.0,29,25.27,85.0,13,10,Improving,MLOps,Medium,0.885,1
LRN04083,Struggling Learner,12,10,35.98,5,5.99,20.0,1,3,Declining,Python,Easy,0.158,0
LRN04084,Consistent Learner,22,12,90.05,12,24.93,36.67,11,6,Improving,Python,Medium,0.701,1
LRN04085,Casual Learner,10,6,60.63,4,11.65,16.67,5,1,Improving,Generative AI,Easy,0.448,0
LRN04086,Consistent Learner,35,21,83.49,11,17.11,58.33,11,4,Improving,NLP,Medium,0.686,1
LRN04087,Casual Learner,14,10,38.12,0,3.23,23.33,0,5,Stable,SQL,Hard,0.179,0
LRN04088,Struggling Learner,13,8,37.33,3,6.8,21.67,1,3,Stable,SQL,Easy,0.244,0
LRN04089,Consistent Learner,23,14,77.75,13,14.25,38.33,8,10,Stable,Generative AI,Medium,0.529,0
